qnt,c2_p,c4_p,c5_p,c2_p_normalized,c4_p_normalized,c5_p_normalized,c2_real,c4_real,c5_real
PACC,0.82,0.11,0.68,0.51,0.07,0.42,0.17,0.67,0.16
T50,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.67,0.16
MAX,0.14,0.0,0.02,0.87,0.0,0.13,0.17,0.67,0.16
MS,0.02,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
MS2,0.02,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
X,0.17,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
SMM,0.82,0.11,0.68,0.51,0.07,0.42,0.17,0.67,0.16
DyS,0.89,0.14,0.69,0.52,0.08,0.4,0.17,0.67,0.16
DySyn,0.85,0.93,1.0,0.31,0.33,0.36,0.17,0.67,0.16
HDy,0.93,0.24,0.83,0.46,0.12,0.42,0.17,0.67,0.16
ACC_syn,0.7,0.38,0.68,0.4,0.22,0.39,0.17,0.67,0.16
PACC_syn,0.71,0.27,0.69,0.42,0.16,0.41,0.17,0.67,0.16
X_syn,0.22,0.0,0.2,0.52,0.0,0.48,0.17,0.67,0.16
MAX_syn,0.22,0.0,0.2,0.52,0.0,0.48,0.17,0.67,0.16
T50_syn,0.9,0.88,0.9,0.34,0.33,0.34,0.17,0.67,0.16
MS_syn,0.69,0.41,0.73,0.38,0.22,0.4,0.17,0.67,0.16
MS2_syn,0.7,0.31,0.65,0.42,0.19,0.39,0.17,0.67,0.16
SMM_syn,0.91,0.69,1.0,0.35,0.27,0.38,0.17,0.67,0.16
HDy_syn,0.9,0.89,0.89,0.34,0.33,0.33,0.17,0.67,0.16
CC2,0.27,0.48,0.25,0.27,0.48,0.25,0.17,0.67,0.16
PWK,0.24,0.59,0.17,0.24,0.59,0.17,0.17,0.67,0.16
HDx,0.56,0.37,0.19,0.56,0.37,0.19,0.17,0.67,0.16
GAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
GPAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
FM,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
EMQ,0.08,0.78,0.14,0.08,0.78,0.14,0.17,0.67,0.16
KDEyHD,0.56,0.0,0.44,0.56,0.0,0.44,0.17,0.67,0.16
KDEyCS,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
KDEyML,0.48,0.0,0.52,0.48,0.0,0.52,0.17,0.67,0.16
CC,0.79,0.64,0.72,0.37,0.3,0.33,0.17,0.67,0.16
PCC,0.75,0.58,0.68,0.37,0.29,0.34,0.17,0.67,0.16
ACC,0.03,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
PACC,0.84,0.23,0.59,0.51,0.14,0.35,0.17,0.67,0.16
T50,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.67,0.16
MAX,0.08,0.0,0.08,0.5,0.0,0.5,0.17,0.67,0.16
MS,0.03,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
MS2,0.04,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
X,0.06,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
SMM,0.84,0.23,0.59,0.51,0.14,0.36,0.17,0.67,0.16
DyS,0.85,0.28,0.61,0.49,0.16,0.35,0.17,0.67,0.16
DySyn,0.84,1.0,0.92,0.3,0.36,0.33,0.17,0.67,0.16
HDy,0.88,0.44,0.71,0.43,0.22,0.35,0.17,0.67,0.16
ACC_syn,0.76,0.42,0.7,0.4,0.22,0.37,0.17,0.67,0.16
PACC_syn,0.72,0.36,0.57,0.44,0.22,0.34,0.17,0.67,0.16
X_syn,0.23,0.0,0.06,0.79,0.0,0.21,0.17,0.67,0.16
MAX_syn,0.23,0.0,0.06,0.79,0.0,0.21,0.17,0.67,0.16
T50_syn,0.86,0.7,0.86,0.35,0.29,0.36,0.17,0.67,0.16
MS_syn,0.77,0.44,0.69,0.4,0.23,0.36,0.17,0.67,0.16
MS2_syn,0.75,0.3,0.67,0.44,0.17,0.39,0.17,0.67,0.16
SMM_syn,0.96,0.91,0.86,0.35,0.33,0.32,0.17,0.67,0.16
HDy_syn,0.89,0.94,0.84,0.33,0.35,0.31,0.17,0.67,0.16
CC2,0.22,0.47,0.31,0.22,0.47,0.31,0.17,0.67,0.16
PWK,0.24,0.51,0.25,0.24,0.51,0.25,0.17,0.67,0.16
HDx,0.4,0.28,0.34,0.4,0.28,0.34,0.17,0.67,0.16
GAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
GPAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
FM,0.5,0.0,0.5,0.5,0.0,0.5,0.17,0.67,0.16
EMQ,0.12,0.59,0.3,0.12,0.59,0.3,0.17,0.67,0.16
KDEyHD,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
KDEyCS,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
KDEyML,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
CC,0.71,0.7,0.79,0.32,0.32,0.36,0.17,0.67,0.16
PCC,0.7,0.6,0.73,0.34,0.29,0.36,0.17,0.67,0.16
ACC,0.15,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
PACC,0.75,0.36,0.71,0.41,0.2,0.39,0.17,0.67,0.16
T50,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.67,0.16
MAX,0.2,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
MS,0.12,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
MS2,0.12,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
X,0.17,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
SMM,0.75,0.36,0.71,0.41,0.2,0.39,0.17,0.67,0.16
DyS,0.77,0.36,0.71,0.42,0.2,0.39,0.17,0.67,0.16
DySyn,0.77,1.0,0.99,0.28,0.36,0.36,0.17,0.67,0.16
HDy,0.84,0.42,0.85,0.4,0.2,0.4,0.17,0.67,0.16
ACC_syn,0.68,0.53,0.76,0.34,0.27,0.39,0.17,0.67,0.16
PACC_syn,0.66,0.36,0.7,0.39,0.21,0.41,0.17,0.67,0.16
X_syn,0.16,0.0,0.22,0.42,0.0,0.58,0.17,0.67,0.16
MAX_syn,0.16,0.0,0.22,0.42,0.0,0.58,0.17,0.67,0.16
T50_syn,0.72,0.96,0.94,0.28,0.37,0.36,0.17,0.67,0.16
MS_syn,0.67,0.51,0.77,0.34,0.26,0.39,0.17,0.67,0.16
MS2_syn,0.67,0.38,0.7,0.38,0.22,0.4,0.17,0.67,0.16
SMM_syn,0.73,0.79,0.93,0.3,0.32,0.38,0.17,0.67,0.16
HDy_syn,0.78,1.0,0.96,0.28,0.36,0.35,0.17,0.67,0.16
CC2,0.3,0.48,0.22,0.3,0.48,0.22,0.17,0.67,0.16
PWK,0.25,0.54,0.21,0.25,0.54,0.21,0.17,0.67,0.16
HDx,0.56,0.26,0.21,0.56,0.26,0.21,0.17,0.67,0.16
GAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
GPAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
FM,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
EMQ,0.22,0.6,0.18,0.22,0.6,0.18,0.17,0.67,0.16
KDEyHD,0.57,0.0,0.43,0.57,0.0,0.43,0.17,0.67,0.16
KDEyCS,0.86,0.0,0.14,0.86,0.0,0.14,0.17,0.67,0.16
KDEyML,0.77,0.0,0.23,0.77,0.0,0.23,0.17,0.67,0.16
CC,0.74,0.66,0.82,0.33,0.3,0.37,0.17,0.67,0.16
PCC,0.73,0.57,0.72,0.36,0.28,0.36,0.17,0.67,0.16
ACC,0.11,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
PACC,0.8,0.15,0.67,0.49,0.09,0.42,0.17,0.67,0.16
T50,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.67,0.16
MAX,0.16,0.0,0.04,0.82,0.0,0.18,0.17,0.67,0.16
MS,0.07,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
MS2,0.08,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
X,0.13,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
SMM,0.8,0.15,0.67,0.49,0.09,0.41,0.17,0.67,0.16
DyS,0.82,0.21,0.74,0.47,0.12,0.42,0.17,0.67,0.16
DySyn,0.81,1.0,0.87,0.3,0.37,0.32,0.17,0.67,0.16
HDy,0.85,0.36,0.81,0.42,0.18,0.4,0.17,0.67,0.16
ACC_syn,0.71,0.47,0.8,0.36,0.24,0.4,0.17,0.67,0.16
PACC_syn,0.7,0.42,0.69,0.38,0.23,0.38,0.17,0.67,0.16
X_syn,0.2,0.0,0.18,0.53,0.0,0.47,0.17,0.67,0.16
MAX_syn,0.2,0.0,0.18,0.53,0.0,0.47,0.17,0.67,0.16
T50_syn,0.88,0.78,0.88,0.35,0.31,0.35,0.17,0.67,0.16
MS_syn,0.71,0.54,0.79,0.35,0.26,0.39,0.17,0.67,0.16
MS2_syn,0.74,0.21,0.77,0.43,0.12,0.45,0.17,0.67,0.16
SMM_syn,0.94,0.76,0.93,0.36,0.29,0.35,0.17,0.67,0.16
HDy_syn,0.83,1.0,0.89,0.31,0.37,0.33,0.17,0.67,0.16
CC2,0.26,0.54,0.2,0.26,0.54,0.2,0.17,0.67,0.16
PWK,0.26,0.5,0.24,0.26,0.5,0.24,0.17,0.67,0.16
HDx,0.46,0.18,0.32,0.46,0.18,0.32,0.17,0.67,0.16
GAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
GPAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
FM,0.5,0.0,0.5,0.5,0.0,0.5,0.17,0.67,0.16
EMQ,0.16,0.64,0.2,0.16,0.64,0.2,0.17,0.67,0.16
KDEyHD,0.21,0.0,0.79,0.21,0.0,0.79,0.17,0.67,0.16
KDEyCS,0.52,0.0,0.48,0.52,0.0,0.48,0.17,0.67,0.16
KDEyML,0.47,0.0,0.53,0.47,0.0,0.53,0.17,0.67,0.16
CC,0.71,0.71,0.76,0.33,0.33,0.35,0.17,0.67,0.16
PCC,0.72,0.6,0.71,0.35,0.29,0.35,0.17,0.67,0.16
ACC,0.15,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
PACC,0.78,0.36,0.65,0.44,0.2,0.36,0.17,0.67,0.16
T50,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.67,0.16
MAX,0.09,0.0,0.08,0.54,0.0,0.46,0.17,0.67,0.16
MS,0.09,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
MS2,0.09,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
X,0.17,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
SMM,0.78,0.36,0.65,0.44,0.2,0.36,0.17,0.67,0.16
DyS,0.8,0.43,0.69,0.42,0.23,0.36,0.17,0.67,0.16
DySyn,0.78,1.0,0.81,0.3,0.39,0.31,0.17,0.67,0.16
HDy,0.85,0.55,0.81,0.38,0.25,0.37,0.17,0.67,0.16
ACC_syn,0.68,0.45,0.73,0.37,0.24,0.39,0.17,0.67,0.16
PACC_syn,0.69,0.46,0.68,0.38,0.25,0.37,0.17,0.67,0.16
X_syn,0.22,0.0,0.18,0.55,0.0,0.45,0.17,0.67,0.16
MAX_syn,0.22,0.0,0.18,0.55,0.0,0.45,0.17,0.67,0.16
T50_syn,0.76,0.72,0.84,0.33,0.31,0.36,0.17,0.67,0.16
MS_syn,0.67,0.55,0.73,0.34,0.28,0.37,0.17,0.67,0.16
MS2_syn,0.65,0.38,0.7,0.38,0.22,0.4,0.17,0.67,0.16
SMM_syn,0.89,1.0,0.89,0.32,0.36,0.32,0.17,0.67,0.16
HDy_syn,0.8,0.98,0.84,0.31,0.37,0.32,0.17,0.67,0.16
CC2,0.35,0.39,0.26,0.35,0.39,0.26,0.17,0.67,0.16
PWK,0.22,0.53,0.25,0.22,0.53,0.25,0.17,0.67,0.16
HDx,0.55,0.37,0.19,0.55,0.37,0.19,0.17,0.67,0.16
GAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
GPAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
FM,0.51,0.0,0.49,0.51,0.0,0.49,0.17,0.67,0.16
EMQ,0.18,0.55,0.27,0.18,0.55,0.27,0.17,0.67,0.16
KDEyHD,0.85,0.0,0.15,0.85,0.0,0.15,0.17,0.67,0.16
KDEyCS,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
KDEyML,0.77,0.21,0.03,0.77,0.21,0.03,0.17,0.67,0.16
CC,0.72,0.73,0.79,0.32,0.33,0.35,0.17,0.67,0.16
PCC,0.71,0.6,0.73,0.35,0.3,0.36,0.17,0.67,0.16
ACC,0.14,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
PACC,0.77,0.44,0.7,0.4,0.23,0.37,0.17,0.67,0.16
T50,0.01,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
MAX,0.08,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
MS,0.08,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
MS2,0.08,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
X,0.15,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
SMM,0.77,0.44,0.7,0.4,0.23,0.37,0.17,0.67,0.16
DyS,0.81,0.44,0.72,0.41,0.22,0.37,0.17,0.67,0.16
DySyn,0.77,1.0,1.0,0.28,0.36,0.36,0.17,0.67,0.16
HDy,0.87,0.48,0.86,0.39,0.22,0.39,0.17,0.67,0.16
ACC_syn,0.7,0.55,0.77,0.35,0.27,0.38,0.17,0.67,0.16
PACC_syn,0.68,0.46,0.71,0.37,0.25,0.38,0.17,0.67,0.16
X_syn,0.22,0.0,0.15,0.59,0.0,0.41,0.17,0.67,0.16
MAX_syn,0.22,0.0,0.15,0.59,0.0,0.41,0.17,0.67,0.16
T50_syn,0.86,0.96,0.92,0.31,0.35,0.34,0.17,0.67,0.16
MS_syn,0.68,0.64,0.71,0.33,0.32,0.35,0.17,0.67,0.16
MS2_syn,0.64,0.39,0.64,0.38,0.23,0.38,0.17,0.67,0.16
SMM_syn,0.89,0.83,0.92,0.34,0.31,0.35,0.17,0.67,0.16
HDy_syn,0.81,1.0,0.9,0.3,0.37,0.33,0.17,0.67,0.16
CC2,0.31,0.42,0.27,0.31,0.42,0.27,0.17,0.67,0.16
PWK,0.35,0.42,0.23,0.35,0.42,0.23,0.17,0.67,0.16
HDx,0.68,0.44,0.05,0.68,0.44,0.05,0.17,0.67,0.16
GAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
GPAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
FM,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
EMQ,0.15,0.7,0.15,0.15,0.7,0.15,0.17,0.67,0.16
KDEyHD,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
KDEyCS,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
KDEyML,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
CC,0.72,0.69,0.73,0.34,0.32,0.34,0.17,0.67,0.16
PCC,0.71,0.59,0.72,0.35,0.29,0.36,0.17,0.67,0.16
ACC,0.14,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
PACC,0.77,0.33,0.67,0.43,0.19,0.38,0.17,0.67,0.16
T50,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.67,0.16
MAX,0.17,0.0,0.09,0.65,0.0,0.35,0.17,0.67,0.16
MS,0.11,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
MS2,0.11,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
X,0.17,0.0,0.01,0.92,0.0,0.08,0.17,0.67,0.16
SMM,0.77,0.33,0.67,0.44,0.19,0.38,0.17,0.67,0.16
DyS,0.8,0.33,0.72,0.43,0.18,0.39,0.17,0.67,0.16
DySyn,0.81,1.0,0.86,0.3,0.37,0.32,0.17,0.67,0.16
HDy,0.83,0.46,0.8,0.4,0.22,0.38,0.17,0.67,0.16
ACC_syn,0.69,0.57,0.7,0.35,0.29,0.36,0.17,0.67,0.16
PACC_syn,0.68,0.44,0.69,0.37,0.24,0.38,0.17,0.67,0.16
X_syn,0.21,0.0,0.22,0.49,0.0,0.51,0.17,0.67,0.16
MAX_syn,0.21,0.0,0.22,0.49,0.0,0.51,0.17,0.67,0.16
T50_syn,0.9,1.0,0.9,0.32,0.36,0.32,0.17,0.67,0.16
MS_syn,0.68,0.58,0.71,0.35,0.29,0.36,0.17,0.67,0.16
MS2_syn,0.7,0.48,0.69,0.37,0.25,0.37,0.17,0.67,0.16
SMM_syn,0.75,0.79,0.9,0.31,0.32,0.37,0.17,0.67,0.16
HDy_syn,0.79,1.0,0.83,0.3,0.38,0.32,0.17,0.67,0.16
CC2,0.3,0.42,0.28,0.3,0.42,0.28,0.17,0.67,0.16
PWK,0.27,0.45,0.28,0.27,0.45,0.28,0.17,0.67,0.16
HDx,0.53,0.35,0.19,0.53,0.35,0.19,0.17,0.67,0.16
GAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
GPAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
FM,0.51,0.0,0.49,0.51,0.0,0.49,0.17,0.67,0.16
EMQ,0.2,0.56,0.24,0.2,0.56,0.24,0.17,0.67,0.16
KDEyHD,0.63,0.0,0.37,0.63,0.0,0.37,0.17,0.67,0.16
KDEyCS,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
KDEyML,0.99,0.0,0.01,0.99,0.0,0.01,0.17,0.67,0.16
CC,0.72,0.69,0.79,0.33,0.31,0.36,0.17,0.67,0.16
PCC,0.72,0.58,0.73,0.36,0.29,0.36,0.17,0.67,0.16
ACC,0.14,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
PACC,0.78,0.18,0.69,0.47,0.11,0.42,0.17,0.67,0.16
T50,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.67,0.16
MAX,0.13,0.0,0.05,0.73,0.0,0.27,0.17,0.67,0.16
MS,0.07,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
MS2,0.07,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
X,0.17,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
SMM,0.78,0.18,0.69,0.47,0.11,0.42,0.17,0.67,0.16
DyS,0.83,0.3,0.75,0.44,0.16,0.4,0.17,0.67,0.16
DySyn,0.82,0.98,0.88,0.31,0.37,0.33,0.17,0.67,0.16
HDy,0.86,0.31,0.86,0.42,0.15,0.42,0.17,0.67,0.16
ACC_syn,0.68,0.53,0.76,0.35,0.27,0.39,0.17,0.67,0.16
PACC_syn,0.69,0.36,0.69,0.4,0.21,0.4,0.17,0.67,0.16
X_syn,0.25,0.0,0.19,0.57,0.0,0.43,0.17,0.67,0.16
MAX_syn,0.25,0.0,0.19,0.57,0.0,0.43,0.17,0.67,0.16
T50_syn,0.86,0.92,0.92,0.32,0.34,0.34,0.17,0.67,0.16
MS_syn,0.69,0.49,0.77,0.35,0.25,0.39,0.17,0.67,0.16
MS2_syn,0.68,0.28,0.74,0.4,0.16,0.44,0.17,0.67,0.16
SMM_syn,0.9,1.0,0.92,0.32,0.35,0.33,0.17,0.67,0.16
HDy_syn,0.77,0.98,0.87,0.29,0.37,0.33,0.17,0.67,0.16
CC2,0.3,0.49,0.21,0.3,0.49,0.21,0.17,0.67,0.16
PWK,0.23,0.55,0.22,0.23,0.55,0.22,0.17,0.67,0.16
HDx,0.62,0.39,0.13,0.62,0.39,0.13,0.17,0.67,0.16
GAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
GPAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
FM,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
EMQ,0.14,0.69,0.17,0.14,0.69,0.17,0.17,0.67,0.16
KDEyHD,0.73,0.0,0.27,0.73,0.0,0.27,0.17,0.67,0.16
KDEyCS,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
KDEyML,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
CC,0.7,0.67,0.74,0.33,0.32,0.35,0.17,0.67,0.16
PCC,0.72,0.6,0.71,0.35,0.3,0.35,0.17,0.67,0.16
ACC,0.17,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
PACC,0.78,0.37,0.64,0.44,0.21,0.36,0.17,0.67,0.16
T50,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.67,0.16
MAX,0.14,0.0,0.04,0.8,0.0,0.2,0.17,0.67,0.16
MS,0.07,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
MS2,0.08,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
X,0.2,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
SMM,0.78,0.37,0.64,0.44,0.21,0.36,0.17,0.67,0.16
DyS,0.83,0.29,0.68,0.46,0.16,0.38,0.17,0.67,0.16
DySyn,0.77,1.0,0.85,0.29,0.38,0.32,0.17,0.67,0.16
HDy,0.87,0.33,0.78,0.44,0.16,0.39,0.17,0.67,0.16
ACC_syn,0.67,0.57,0.71,0.34,0.29,0.36,0.17,0.67,0.16
PACC_syn,0.68,0.33,0.66,0.41,0.2,0.4,0.17,0.67,0.16
X_syn,0.21,0.0,0.2,0.51,0.0,0.49,0.17,0.67,0.16
MAX_syn,0.21,0.0,0.2,0.51,0.0,0.49,0.17,0.67,0.16
T50_syn,0.86,0.96,0.88,0.32,0.36,0.33,0.17,0.67,0.16
MS_syn,0.66,0.54,0.71,0.35,0.28,0.37,0.17,0.67,0.16
MS2_syn,0.66,0.44,0.68,0.37,0.25,0.38,0.17,0.67,0.16
SMM_syn,0.91,1.0,0.88,0.33,0.36,0.32,0.17,0.67,0.16
HDy_syn,0.82,1.0,0.85,0.31,0.37,0.32,0.17,0.67,0.16
CC2,0.32,0.4,0.28,0.32,0.4,0.28,0.17,0.67,0.16
PWK,0.26,0.51,0.23,0.26,0.51,0.23,0.17,0.67,0.16
HDx,0.49,0.35,0.23,0.49,0.35,0.23,0.17,0.67,0.16
GAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
GPAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
FM,0.51,0.0,0.49,0.51,0.0,0.49,0.17,0.67,0.16
EMQ,0.18,0.54,0.27,0.18,0.54,0.27,0.17,0.67,0.16
KDEyHD,0.92,0.0,0.08,0.92,0.0,0.08,0.17,0.67,0.16
KDEyCS,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
KDEyML,0.98,0.0,0.02,0.98,0.0,0.02,0.17,0.67,0.16
CC,0.71,0.72,0.73,0.33,0.33,0.34,0.17,0.67,0.16
PCC,0.72,0.6,0.69,0.36,0.3,0.34,0.17,0.67,0.16
ACC,0.15,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
PACC,0.79,0.42,0.61,0.43,0.23,0.34,0.17,0.67,0.16
T50,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.67,0.16
MAX,0.13,0.0,0.12,0.52,0.0,0.48,0.17,0.67,0.16
MS,0.11,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
MS2,0.11,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
X,0.16,0.0,0.04,0.79,0.0,0.21,0.17,0.67,0.16
SMM,0.79,0.42,0.61,0.43,0.23,0.34,0.17,0.67,0.16
DyS,0.8,0.46,0.66,0.42,0.24,0.34,0.17,0.67,0.16
DySyn,0.77,1.0,0.81,0.3,0.39,0.31,0.17,0.67,0.16
HDy,0.83,0.49,0.76,0.4,0.24,0.37,0.17,0.67,0.16
ACC_syn,0.67,0.56,0.64,0.36,0.3,0.34,0.17,0.67,0.16
PACC_syn,0.72,0.38,0.66,0.41,0.22,0.38,0.17,0.67,0.16
X_syn,0.32,0.0,0.19,0.63,0.0,0.37,0.17,0.67,0.16
MAX_syn,0.32,0.0,0.19,0.63,0.0,0.37,0.17,0.67,0.16
T50_syn,0.8,0.96,0.9,0.3,0.36,0.34,0.17,0.67,0.16
MS_syn,0.66,0.61,0.65,0.34,0.32,0.34,0.17,0.67,0.16
MS2_syn,0.67,0.41,0.64,0.39,0.24,0.37,0.17,0.67,0.16
SMM_syn,0.91,0.82,0.86,0.35,0.32,0.33,0.17,0.67,0.16
HDy_syn,0.75,0.82,0.82,0.31,0.34,0.34,0.17,0.67,0.16
CC2,0.3,0.39,0.31,0.3,0.39,0.31,0.17,0.67,0.16
PWK,0.3,0.43,0.27,0.3,0.43,0.27,0.17,0.67,0.16
HDx,0.54,0.4,0.18,0.54,0.4,0.18,0.17,0.67,0.16
GAC,0.09,0.0,1.0,0.09,0.0,1.0,0.17,0.67,0.16
GPAC,0.0,0.0,1.0,0.0,0.0,1.0,0.17,0.67,0.16
FM,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
EMQ,0.21,0.49,0.3,0.21,0.49,0.3,0.17,0.67,0.16
KDEyHD,0.78,0.0,0.22,0.78,0.0,0.22,0.17,0.67,0.16
KDEyCS,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
KDEyML,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.67,0.16
CC,0.36,0.91,0.83,0.17,0.43,0.4,0.71,0.03,0.26
PCC,0.42,0.67,0.82,0.22,0.35,0.43,0.71,0.03,0.26
ACC,0.67,0.0,0.0,1.0,0.0,0.0,0.71,0.03,0.26
PACC,0.27,1.0,0.91,0.12,0.46,0.42,0.71,0.03,0.26
T50,0.52,0.0,0.0,1.0,0.0,0.0,0.71,0.03,0.26
MAX,0.63,0.0,0.0,1.0,0.0,0.0,0.71,0.03,0.26
MS,0.6,0.0,0.0,1.0,0.0,0.0,0.71,0.03,0.26
MS2,0.61,0.0,0.0,1.0,0.0,0.0,0.71,0.03,0.26
X,0.69,0.0,0.0,1.0,0.0,0.0,0.71,0.03,0.26
SMM,0.27,1.0,0.91,0.12,0.46,0.42,0.71,0.03,0.26
DyS,0.29,1.0,0.9,0.13,0.46,0.41,0.71,0.03,0.26
DySyn,0.28,1.0,0.92,0.13,0.45,0.42,0.71,0.03,0.26
HDy,0.33,0.98,0.94,0.15,0.44,0.42,0.71,0.03,0.26
ACC_syn,0.29,0.88,0.83,0.15,0.44,0.41,0.71,0.03,0.26
PACC_syn,0.34,0.49,0.82,0.21,0.29,0.5,0.71,0.03,0.26
X_syn,0.13,0.0,0.29,0.31,0.0,0.69,0.71,0.03,0.26
MAX_syn,0.13,0.0,0.29,0.31,0.0,0.69,0.71,0.03,0.26
T50_syn,0.25,0.96,0.92,0.12,0.45,0.43,0.71,0.03,0.26
MS_syn,0.25,0.86,0.83,0.13,0.44,0.43,0.71,0.03,0.26
MS2_syn,0.26,0.75,0.82,0.14,0.41,0.45,0.71,0.03,0.26
SMM_syn,0.35,0.97,1.0,0.15,0.42,0.43,0.71,0.03,0.26
HDy_syn,0.25,1.0,0.94,0.11,0.46,0.43,0.71,0.03,0.26
CC2,0.64,0.17,0.19,0.64,0.17,0.19,0.71,0.03,0.26
