qnt,batch_index,cDefacement_p,cbenign_p,cmalware_p,cphishing_p,cspam_p,cDefacement_p_normalized,cbenign_p_normalized,cmalware_p_normalized,cphishing_p_normalized,cspam_p_normalized,cDefacement_real,cbenign_real,cmalware_real,cphishing_real,cspam_real
FM,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
EMQ,4,0.45,0.23,0.09,0.08,0.15,0.45,0.23,0.09,0.08,0.15,0.43,0.25,0.07,0.08,0.17
KDEyHD,4,0.28,0.0,0.0,0.27,0.45,0.28,0.0,0.0,0.27,0.45,0.43,0.25,0.07,0.08,0.17
KDEyCS,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
KDEyML,4,0.0,0.0,0.0,0.03,0.97,0.0,0.0,0.0,0.03,0.97,0.43,0.25,0.07,0.08,0.17
CC,5,0.63,0.78,0.95,0.9,0.81,0.15,0.19,0.23,0.22,0.2,0.43,0.25,0.07,0.08,0.17
PCC,5,0.66,0.77,0.89,0.89,0.79,0.17,0.19,0.22,0.22,0.2,0.43,0.25,0.07,0.08,0.17
ACC,5,0.13,0.04,0.0,0.0,0.13,0.44,0.12,0.0,0.0,0.44,0.43,0.25,0.07,0.08,0.17
PACC,5,0.54,0.74,0.95,0.96,0.81,0.14,0.18,0.24,0.24,0.2,0.43,0.25,0.07,0.08,0.17
T50,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
MAX,5,0.18,0.12,0.0,0.0,0.15,0.4,0.27,0.0,0.0,0.34,0.43,0.25,0.07,0.08,0.17
MS,5,0.08,0.03,0.0,0.0,0.13,0.34,0.14,0.0,0.0,0.53,0.43,0.25,0.07,0.08,0.17
MS2,5,0.09,0.04,0.0,0.0,0.13,0.35,0.15,0.0,0.0,0.5,0.43,0.25,0.07,0.08,0.17
X,5,0.19,0.12,0.0,0.0,0.15,0.41,0.26,0.0,0.0,0.33,0.43,0.25,0.07,0.08,0.17
SMM,5,0.54,0.74,0.95,0.96,0.81,0.14,0.18,0.24,0.24,0.2,0.43,0.25,0.07,0.08,0.17
DyS,5,0.58,0.75,0.97,0.98,0.81,0.14,0.18,0.24,0.24,0.2,0.43,0.25,0.07,0.08,0.17
DySyn,5,0.62,0.78,0.96,0.97,0.8,0.15,0.19,0.23,0.23,0.19,0.43,0.25,0.07,0.08,0.17
HDy,5,0.65,0.8,0.98,1.0,0.84,0.15,0.19,0.23,0.23,0.2,0.43,0.25,0.07,0.08,0.17
ACC_syn,5,0.63,0.78,0.95,0.9,0.81,0.15,0.19,0.23,0.22,0.2,0.43,0.25,0.07,0.08,0.17
PACC_syn,5,0.66,0.77,0.89,0.89,0.79,0.17,0.19,0.22,0.22,0.2,0.43,0.25,0.07,0.08,0.17
X_syn,5,0.37,0.48,0.32,0.51,0.48,0.17,0.22,0.15,0.24,0.22,0.43,0.25,0.07,0.08,0.17
MAX_syn,5,0.37,0.48,0.32,0.51,0.48,0.17,0.22,0.15,0.24,0.22,0.43,0.25,0.07,0.08,0.17
T50_syn,5,0.75,0.78,0.92,1.0,0.75,0.18,0.19,0.22,0.24,0.18,0.43,0.25,0.07,0.08,0.17
MS_syn,5,0.63,0.78,0.93,0.9,0.79,0.16,0.19,0.23,0.22,0.2,0.43,0.25,0.07,0.08,0.17
MS2_syn,5,0.63,0.78,0.94,0.89,0.79,0.16,0.19,0.23,0.22,0.2,0.43,0.25,0.07,0.08,0.17
SMM_syn,5,0.7,0.84,0.98,0.98,0.86,0.16,0.19,0.22,0.22,0.2,0.43,0.25,0.07,0.08,0.17
HDy_syn,5,0.57,0.75,0.96,0.98,0.79,0.14,0.19,0.24,0.24,0.2,0.43,0.25,0.07,0.08,0.17
DyS_cdt,5,0.58,0.75,0.97,0.98,0.81,0.14,0.18,0.24,0.24,0.2,0.43,0.25,0.07,0.08,0.17
ACC_cdt,5,0.13,0.04,0.0,0.0,0.13,0.44,0.12,0.0,0.0,0.44,0.43,0.25,0.07,0.08,0.17
PACC_cdt,5,0.54,0.74,0.95,0.96,0.81,0.14,0.18,0.24,0.24,0.2,0.43,0.25,0.07,0.08,0.17
X_cdt,5,0.19,0.12,0.0,0.0,0.15,0.41,0.26,0.0,0.0,0.33,0.43,0.25,0.07,0.08,0.17
MAX_cdt,5,0.18,0.12,0.0,0.0,0.15,0.4,0.27,0.0,0.0,0.34,0.43,0.25,0.07,0.08,0.17
T50_cdt,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
MS_cdt,5,0.08,0.03,0.0,0.0,0.13,0.34,0.14,0.0,0.0,0.53,0.43,0.25,0.07,0.08,0.17
MS2_cdt,5,0.09,0.04,0.0,0.0,0.13,0.35,0.15,0.0,0.0,0.5,0.43,0.25,0.07,0.08,0.17
SMM_cdt,5,0.54,0.74,0.95,0.96,0.81,0.14,0.18,0.24,0.24,0.2,0.43,0.25,0.07,0.08,0.17
HDy_cdt,5,0.65,0.8,0.98,1.0,0.84,0.15,0.19,0.23,0.23,0.2,0.43,0.25,0.07,0.08,0.17
CC2,5,0.37,0.24,0.06,0.15,0.18,0.37,0.24,0.06,0.15,0.18,0.43,0.25,0.07,0.08,0.17
PWK,5,0.42,0.25,0.08,0.08,0.17,0.42,0.25,0.08,0.08,0.17,0.43,0.25,0.07,0.08,0.17
HDx,5,0.61,0.35,0.01,0.29,0.22,0.61,0.35,0.01,0.29,0.22,0.43,0.25,0.07,0.08,0.17
GAC,5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.43,0.25,0.07,0.08,0.17
GPAC,5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.43,0.25,0.07,0.08,0.17
FM,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
EMQ,5,0.42,0.26,0.07,0.07,0.19,0.42,0.26,0.07,0.07,0.19,0.43,0.25,0.07,0.08,0.17
KDEyHD,5,0.78,0.0,0.0,0.22,0.0,0.78,0.0,0.0,0.22,0.0,0.43,0.25,0.07,0.08,0.17
KDEyCS,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
KDEyML,5,0.81,0.0,0.0,0.19,0.0,0.81,0.0,0.0,0.19,0.0,0.43,0.25,0.07,0.08,0.17
CC,6,0.65,0.77,0.93,0.84,0.82,0.16,0.19,0.23,0.21,0.2,0.43,0.25,0.07,0.08,0.17
PCC,6,0.66,0.77,0.88,0.85,0.81,0.17,0.19,0.22,0.22,0.2,0.43,0.25,0.07,0.08,0.17
ACC,6,0.1,0.05,0.0,0.0,0.12,0.37,0.18,0.0,0.0,0.44,0.43,0.25,0.07,0.08,0.17
PACC,6,0.53,0.73,0.93,0.9,0.83,0.13,0.19,0.24,0.23,0.21,0.43,0.25,0.07,0.08,0.17
T50,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
MAX,6,0.12,0.11,0.0,0.0,0.14,0.32,0.3,0.0,0.0,0.38,0.43,0.25,0.07,0.08,0.17
MS,6,0.09,0.04,0.0,0.0,0.1,0.39,0.17,0.0,0.0,0.43,0.43,0.25,0.07,0.08,0.17
MS2,6,0.1,0.04,0.0,0.0,0.1,0.4,0.18,0.0,0.0,0.42,0.43,0.25,0.07,0.08,0.17
X,6,0.12,0.11,0.0,0.0,0.14,0.32,0.29,0.0,0.0,0.38,0.43,0.25,0.07,0.08,0.17
SMM,6,0.53,0.73,0.93,0.9,0.83,0.14,0.19,0.24,0.23,0.21,0.43,0.25,0.07,0.08,0.17
DyS,6,0.54,0.75,0.94,0.93,0.84,0.14,0.19,0.24,0.23,0.21,0.43,0.25,0.07,0.08,0.17
DySyn,6,0.68,0.78,0.94,0.92,0.82,0.16,0.19,0.23,0.22,0.2,0.43,0.25,0.07,0.08,0.17
HDy,6,0.61,0.8,0.97,0.99,0.87,0.14,0.19,0.23,0.23,0.21,0.43,0.25,0.07,0.08,0.17
ACC_syn,6,0.65,0.77,0.93,0.84,0.82,0.16,0.19,0.23,0.21,0.2,0.43,0.25,0.07,0.08,0.17
PACC_syn,6,0.66,0.77,0.88,0.85,0.81,0.17,0.19,0.22,0.22,0.2,0.43,0.25,0.07,0.08,0.17
X_syn,6,0.24,0.45,0.43,0.46,0.49,0.12,0.22,0.21,0.22,0.24,0.43,0.25,0.07,0.08,0.17
MAX_syn,6,0.24,0.45,0.43,0.46,0.49,0.12,0.22,0.21,0.22,0.24,0.43,0.25,0.07,0.08,0.17
T50_syn,6,0.72,0.77,0.92,0.96,0.8,0.17,0.18,0.22,0.23,0.19,0.43,0.25,0.07,0.08,0.17
MS_syn,6,0.64,0.77,0.92,0.84,0.82,0.16,0.19,0.23,0.21,0.21,0.43,0.25,0.07,0.08,0.17
MS2_syn,6,0.64,0.77,0.92,0.84,0.82,0.16,0.19,0.23,0.21,0.21,0.43,0.25,0.07,0.08,0.17
SMM_syn,6,0.69,0.83,0.96,0.92,0.88,0.16,0.19,0.22,0.21,0.21,0.43,0.25,0.07,0.08,0.17
HDy_syn,6,0.69,0.77,0.95,0.95,0.86,0.16,0.18,0.23,0.23,0.2,0.43,0.25,0.07,0.08,0.17
DyS_cdt,6,0.54,0.75,0.94,0.93,0.84,0.14,0.19,0.24,0.23,0.21,0.43,0.25,0.07,0.08,0.17
ACC_cdt,6,0.1,0.05,0.0,0.0,0.12,0.37,0.18,0.0,0.0,0.44,0.43,0.25,0.07,0.08,0.17
PACC_cdt,6,0.53,0.73,0.93,0.9,0.83,0.13,0.19,0.24,0.23,0.21,0.43,0.25,0.07,0.08,0.17
X_cdt,6,0.12,0.11,0.0,0.0,0.14,0.32,0.29,0.0,0.0,0.38,0.43,0.25,0.07,0.08,0.17
MAX_cdt,6,0.12,0.11,0.0,0.0,0.14,0.32,0.3,0.0,0.0,0.38,0.43,0.25,0.07,0.08,0.17
T50_cdt,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
MS_cdt,6,0.09,0.04,0.0,0.0,0.1,0.39,0.17,0.0,0.0,0.43,0.43,0.25,0.07,0.08,0.17
MS2_cdt,6,0.1,0.04,0.0,0.0,0.1,0.4,0.18,0.0,0.0,0.42,0.43,0.25,0.07,0.08,0.17
SMM_cdt,6,0.53,0.73,0.93,0.9,0.83,0.14,0.19,0.24,0.23,0.21,0.43,0.25,0.07,0.08,0.17
HDy_cdt,6,0.61,0.8,0.97,0.99,0.87,0.14,0.19,0.23,0.23,0.21,0.43,0.25,0.07,0.08,0.17
CC2,6,0.38,0.23,0.09,0.13,0.17,0.38,0.23,0.09,0.13,0.17,0.43,0.25,0.07,0.08,0.17
PWK,6,0.43,0.23,0.08,0.1,0.16,0.43,0.23,0.08,0.1,0.16,0.43,0.25,0.07,0.08,0.17
HDx,6,0.56,0.42,0.13,0.51,0.06,0.56,0.42,0.13,0.51,0.06,0.43,0.25,0.07,0.08,0.17
GAC,6,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.43,0.25,0.07,0.08,0.17
GPAC,6,1.0,0.0,0.0,0.75,1.0,1.0,0.0,0.0,0.75,1.0,0.43,0.25,0.07,0.08,0.17
FM,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
EMQ,6,0.46,0.26,0.08,0.07,0.13,0.46,0.26,0.08,0.07,0.13,0.43,0.25,0.07,0.08,0.17
KDEyHD,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
KDEyCS,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
KDEyML,6,0.97,0.03,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
CC,7,0.69,0.74,0.91,0.88,0.8,0.17,0.18,0.23,0.22,0.2,0.43,0.25,0.07,0.08,0.17
PCC,7,0.67,0.75,0.87,0.84,0.79,0.17,0.19,0.22,0.21,0.2,0.43,0.25,0.07,0.08,0.17
ACC,7,0.05,0.09,0.0,0.0,0.14,0.17,0.32,0.0,0.0,0.52,0.43,0.25,0.07,0.08,0.17
PACC,7,0.56,0.7,0.92,0.88,0.8,0.14,0.18,0.24,0.23,0.21,0.43,0.25,0.07,0.08,0.17
T50,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
MAX,7,0.13,0.07,0.0,0.0,0.16,0.35,0.2,0.0,0.0,0.44,0.43,0.25,0.07,0.08,0.17
MS,7,0.05,0.07,0.0,0.0,0.14,0.18,0.27,0.0,0.0,0.54,0.43,0.25,0.07,0.08,0.17
MS2,7,0.07,0.07,0.0,0.0,0.14,0.24,0.26,0.0,0.0,0.5,0.43,0.25,0.07,0.08,0.17
X,7,0.13,0.07,0.0,0.0,0.16,0.36,0.2,0.0,0.0,0.44,0.43,0.25,0.07,0.08,0.17
SMM,7,0.56,0.7,0.92,0.88,0.8,0.15,0.18,0.24,0.23,0.21,0.43,0.25,0.07,0.08,0.17
DyS,7,0.58,0.7,0.93,0.91,0.8,0.15,0.18,0.24,0.23,0.2,0.43,0.25,0.07,0.08,0.17
DySyn,7,0.67,0.77,0.93,0.96,0.8,0.16,0.19,0.23,0.23,0.19,0.43,0.25,0.07,0.08,0.17
HDy,7,0.65,0.77,0.97,0.95,0.83,0.16,0.18,0.23,0.23,0.2,0.43,0.25,0.07,0.08,0.17
ACC_syn,7,0.69,0.74,0.91,0.88,0.8,0.17,0.18,0.23,0.22,0.2,0.43,0.25,0.07,0.08,0.17
PACC_syn,7,0.67,0.75,0.87,0.84,0.79,0.17,0.19,0.22,0.21,0.2,0.43,0.25,0.07,0.08,0.17
X_syn,7,0.31,0.47,0.4,0.39,0.55,0.15,0.22,0.19,0.18,0.26,0.43,0.25,0.07,0.08,0.17
MAX_syn,7,0.31,0.47,0.4,0.39,0.55,0.15,0.22,0.19,0.18,0.26,0.43,0.25,0.07,0.08,0.17
T50_syn,7,0.67,0.81,0.96,1.0,0.75,0.16,0.19,0.23,0.24,0.18,0.43,0.25,0.07,0.08,0.17
MS_syn,7,0.68,0.73,0.91,0.88,0.8,0.17,0.18,0.23,0.22,0.2,0.43,0.25,0.07,0.08,0.17
MS2_syn,7,0.68,0.74,0.91,0.87,0.8,0.17,0.18,0.23,0.22,0.2,0.43,0.25,0.07,0.08,0.17
SMM_syn,7,0.71,0.8,0.95,0.91,0.86,0.17,0.19,0.22,0.22,0.2,0.43,0.25,0.07,0.08,0.17
HDy_syn,7,0.68,0.74,0.95,0.95,0.78,0.17,0.18,0.23,0.23,0.19,0.43,0.25,0.07,0.08,0.17
DyS_cdt,7,0.58,0.7,0.93,0.91,0.8,0.15,0.18,0.24,0.23,0.2,0.43,0.25,0.07,0.08,0.17
ACC_cdt,7,0.05,0.09,0.0,0.0,0.14,0.17,0.32,0.0,0.0,0.52,0.43,0.25,0.07,0.08,0.17
PACC_cdt,7,0.56,0.7,0.92,0.88,0.8,0.14,0.18,0.24,0.23,0.21,0.43,0.25,0.07,0.08,0.17
X_cdt,7,0.13,0.07,0.0,0.0,0.16,0.36,0.2,0.0,0.0,0.44,0.43,0.25,0.07,0.08,0.17
MAX_cdt,7,0.13,0.07,0.0,0.0,0.16,0.35,0.2,0.0,0.0,0.44,0.43,0.25,0.07,0.08,0.17
T50_cdt,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
MS_cdt,7,0.05,0.07,0.0,0.0,0.14,0.18,0.27,0.0,0.0,0.54,0.43,0.25,0.07,0.08,0.17
MS2_cdt,7,0.07,0.07,0.0,0.0,0.14,0.24,0.26,0.0,0.0,0.5,0.43,0.25,0.07,0.08,0.17
SMM_cdt,7,0.56,0.7,0.92,0.88,0.8,0.15,0.18,0.24,0.23,0.21,0.43,0.25,0.07,0.08,0.17
HDy_cdt,7,0.65,0.77,0.97,0.95,0.83,0.16,0.18,0.23,0.23,0.2,0.43,0.25,0.07,0.08,0.17
CC2,7,0.33,0.28,0.08,0.12,0.19,0.33,0.28,0.08,0.12,0.19,0.43,0.25,0.07,0.08,0.17
PWK,7,0.42,0.24,0.06,0.09,0.19,0.42,0.24,0.06,0.09,0.19,0.43,0.25,0.07,0.08,0.17
HDx,7,0.53,0.42,0.08,0.39,0.14,0.53,0.42,0.08,0.39,0.14,0.43,0.25,0.07,0.08,0.17
GAC,7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.43,0.25,0.07,0.08,0.17
GPAC,7,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.43,0.25,0.07,0.08,0.17
FM,7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
EMQ,7,0.4,0.29,0.06,0.06,0.18,0.4,0.29,0.06,0.06,0.18,0.43,0.25,0.07,0.08,0.17
KDEyHD,7,0.72,0.28,0.0,0.0,0.0,0.72,0.28,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
KDEyCS,7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
KDEyML,7,0.49,0.51,0.0,0.0,0.0,0.49,0.51,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
CC,8,0.69,0.77,0.94,0.88,0.84,0.17,0.19,0.23,0.21,0.2,0.43,0.25,0.07,0.08,0.17
PCC,8,0.68,0.76,0.89,0.84,0.82,0.17,0.19,0.22,0.21,0.21,0.43,0.25,0.07,0.08,0.17
ACC,8,0.05,0.05,0.0,0.0,0.1,0.24,0.26,0.0,0.0,0.51,0.43,0.25,0.07,0.08,0.17
PACC,8,0.56,0.72,0.95,0.88,0.84,0.14,0.18,0.24,0.22,0.21,0.43,0.25,0.07,0.08,0.17
T50,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
MAX,8,0.13,0.09,0.0,0.0,0.13,0.38,0.25,0.0,0.0,0.38,0.43,0.25,0.07,0.08,0.17
MS,8,0.03,0.05,0.0,0.0,0.1,0.16,0.28,0.0,0.0,0.56,0.43,0.25,0.07,0.08,0.17
MS2,8,0.03,0.05,0.0,0.0,0.1,0.17,0.28,0.0,0.0,0.55,0.43,0.25,0.07,0.08,0.17
X,8,0.13,0.09,0.0,0.0,0.13,0.38,0.25,0.0,0.0,0.38,0.43,0.25,0.07,0.08,0.17
SMM,8,0.56,0.72,0.95,0.88,0.84,0.14,0.18,0.24,0.22,0.21,0.43,0.25,0.07,0.08,0.17
DyS,8,0.56,0.72,0.96,0.88,0.84,0.14,0.18,0.24,0.22,0.21,0.43,0.25,0.07,0.08,0.17
DySyn,8,0.69,0.77,0.96,0.91,0.83,0.17,0.19,0.23,0.22,0.2,0.43,0.25,0.07,0.08,0.17
HDy,8,0.63,0.78,0.99,0.94,0.87,0.15,0.18,0.24,0.22,0.21,0.43,0.25,0.07,0.08,0.17
ACC_syn,8,0.69,0.77,0.94,0.88,0.84,0.17,0.19,0.23,0.21,0.2,0.43,0.25,0.07,0.08,0.17
PACC_syn,8,0.68,0.76,0.89,0.84,0.82,0.17,0.19,0.22,0.21,0.21,0.43,0.25,0.07,0.08,0.17
X_syn,8,0.32,0.44,0.31,0.4,0.52,0.16,0.22,0.16,0.2,0.26,0.43,0.25,0.07,0.08,0.17
MAX_syn,8,0.32,0.44,0.31,0.4,0.52,0.16,0.22,0.16,0.2,0.26,0.43,0.25,0.07,0.08,0.17
T50_syn,8,0.83,0.79,0.96,0.96,0.79,0.19,0.18,0.22,0.22,0.18,0.43,0.25,0.07,0.08,0.17
MS_syn,8,0.69,0.76,0.94,0.88,0.83,0.17,0.19,0.23,0.21,0.2,0.43,0.25,0.07,0.08,0.17
MS2_syn,8,0.69,0.76,0.94,0.87,0.83,0.17,0.19,0.23,0.21,0.2,0.43,0.25,0.07,0.08,0.17
SMM_syn,8,0.71,0.82,0.98,0.91,0.89,0.16,0.19,0.23,0.21,0.21,0.43,0.25,0.07,0.08,0.17
HDy_syn,8,0.67,0.74,0.98,0.93,0.84,0.16,0.18,0.24,0.22,0.2,0.43,0.25,0.07,0.08,0.17
DyS_cdt,8,0.56,0.72,0.96,0.88,0.84,0.14,0.18,0.24,0.22,0.21,0.43,0.25,0.07,0.08,0.17
ACC_cdt,8,0.05,0.05,0.0,0.0,0.1,0.24,0.26,0.0,0.0,0.51,0.43,0.25,0.07,0.08,0.17
PACC_cdt,8,0.56,0.72,0.95,0.88,0.84,0.14,0.18,0.24,0.22,0.21,0.43,0.25,0.07,0.08,0.17
X_cdt,8,0.13,0.09,0.0,0.0,0.13,0.38,0.25,0.0,0.0,0.38,0.43,0.25,0.07,0.08,0.17
MAX_cdt,8,0.13,0.09,0.0,0.0,0.13,0.38,0.25,0.0,0.0,0.38,0.43,0.25,0.07,0.08,0.17
T50_cdt,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
MS_cdt,8,0.03,0.05,0.0,0.0,0.1,0.16,0.28,0.0,0.0,0.56,0.43,0.25,0.07,0.08,0.17
MS2_cdt,8,0.03,0.05,0.0,0.0,0.1,0.17,0.28,0.0,0.0,0.55,0.43,0.25,0.07,0.08,0.17
SMM_cdt,8,0.56,0.72,0.95,0.88,0.84,0.14,0.18,0.24,0.22,0.21,0.43,0.25,0.07,0.08,0.17
HDy_cdt,8,0.63,0.78,0.99,0.94,0.87,0.15,0.18,0.24,0.22,0.21,0.43,0.25,0.07,0.08,0.17
CC2,8,0.33,0.25,0.09,0.15,0.18,0.33,0.25,0.09,0.15,0.18,0.43,0.25,0.07,0.08,0.17
PWK,8,0.39,0.23,0.08,0.13,0.17,0.39,0.23,0.08,0.13,0.17,0.43,0.25,0.07,0.08,0.17
HDx,8,0.58,0.44,0.11,0.46,0.09,0.58,0.44,0.11,0.46,0.09,0.43,0.25,0.07,0.08,0.17
GAC,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.43,0.25,0.07,0.08,0.17
GPAC,8,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.43,0.25,0.07,0.08,0.17
FM,8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
EMQ,8,0.42,0.27,0.04,0.12,0.16,0.42,0.27,0.04,0.12,0.16,0.43,0.25,0.07,0.08,0.17
KDEyHD,8,0.76,0.0,0.0,0.24,0.0,0.76,0.0,0.0,0.24,0.0,0.43,0.25,0.07,0.08,0.17
KDEyCS,8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
KDEyML,8,0.11,0.0,0.2,0.69,0.0,0.11,0.0,0.2,0.69,0.0,0.43,0.25,0.07,0.08,0.17
CC,9,0.67,0.78,0.92,0.88,0.82,0.16,0.19,0.23,0.22,0.2,0.43,0.25,0.07,0.08,0.17
PCC,9,0.66,0.77,0.87,0.87,0.81,0.17,0.19,0.22,0.22,0.2,0.43,0.25,0.07,0.08,0.17
ACC,9,0.07,0.04,0.0,0.0,0.12,0.32,0.16,0.0,0.0,0.52,0.43,0.25,0.07,0.08,0.17
PACC,9,0.53,0.73,0.92,0.93,0.82,0.13,0.19,0.23,0.24,0.21,0.43,0.25,0.07,0.08,0.17
T50,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
MAX,9,0.18,0.11,0.0,0.0,0.14,0.42,0.25,0.0,0.0,0.33,0.43,0.25,0.07,0.08,0.17
MS,9,0.07,0.04,0.0,0.0,0.12,0.28,0.19,0.0,0.0,0.53,0.43,0.25,0.07,0.08,0.17
MS2,9,0.08,0.05,0.0,0.0,0.12,0.32,0.19,0.0,0.0,0.49,0.43,0.25,0.07,0.08,0.17
X,9,0.18,0.11,0.0,0.0,0.14,0.42,0.25,0.0,0.0,0.33,0.43,0.25,0.07,0.08,0.17
SMM,9,0.53,0.73,0.92,0.93,0.82,0.13,0.19,0.23,0.24,0.21,0.43,0.25,0.07,0.08,0.17
DyS,9,0.55,0.74,0.93,0.93,0.82,0.14,0.19,0.23,0.23,0.21,0.43,0.25,0.07,0.08,0.17
DySyn,9,0.67,0.79,0.93,0.91,0.81,0.16,0.19,0.23,0.22,0.2,0.43,0.25,0.07,0.08,0.17
HDy,9,0.63,0.81,0.96,0.96,0.86,0.15,0.19,0.23,0.23,0.2,0.43,0.25,0.07,0.08,0.17
ACC_syn,9,0.67,0.78,0.92,0.88,0.82,0.16,0.19,0.23,0.22,0.2,0.43,0.25,0.07,0.08,0.17
PACC_syn,9,0.66,0.77,0.87,0.87,0.81,0.17,0.19,0.22,0.22,0.2,0.43,0.25,0.07,0.08,0.17
X_syn,9,0.29,0.42,0.4,0.49,0.55,0.13,0.2,0.19,0.23,0.26,0.43,0.25,0.07,0.08,0.17
MAX_syn,9,0.29,0.42,0.4,0.49,0.55,0.13,0.2,0.19,0.23,0.26,0.43,0.25,0.07,0.08,0.17
T50_syn,9,0.7,0.77,0.92,0.92,0.76,0.17,0.19,0.23,0.23,0.19,0.43,0.25,0.07,0.08,0.17
MS_syn,9,0.67,0.75,0.9,0.88,0.8,0.17,0.19,0.23,0.22,0.2,0.43,0.25,0.07,0.08,0.17
MS2_syn,9,0.67,0.75,0.9,0.88,0.8,0.17,0.19,0.22,0.22,0.2,0.43,0.25,0.07,0.08,0.17
SMM_syn,9,0.69,0.82,0.96,0.95,0.88,0.16,0.19,0.22,0.22,0.2,0.43,0.25,0.07,0.08,0.17
HDy_syn,9,0.66,0.8,0.94,0.92,0.8,0.16,0.19,0.23,0.22,0.19,0.43,0.25,0.07,0.08,0.17
DyS_cdt,9,0.55,0.74,0.93,0.93,0.82,0.14,0.19,0.23,0.23,0.21,0.43,0.25,0.07,0.08,0.17
ACC_cdt,9,0.07,0.04,0.0,0.0,0.12,0.32,0.16,0.0,0.0,0.52,0.43,0.25,0.07,0.08,0.17
PACC_cdt,9,0.53,0.73,0.92,0.93,0.82,0.13,0.19,0.23,0.24,0.21,0.43,0.25,0.07,0.08,0.17
X_cdt,9,0.18,0.11,0.0,0.0,0.14,0.42,0.25,0.0,0.0,0.33,0.43,0.25,0.07,0.08,0.17
MAX_cdt,9,0.18,0.11,0.0,0.0,0.14,0.42,0.25,0.0,0.0,0.33,0.43,0.25,0.07,0.08,0.17
T50_cdt,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.25,0.07,0.08,0.17
MS_cdt,9,0.07,0.04,0.0,0.0,0.12,0.28,0.19,0.0,0.0,0.53,0.43,0.25,0.07,0.08,0.17
MS2_cdt,9,0.08,0.05,0.0,0.0,0.12,0.32,0.19,0.0,0.0,0.49,0.43,0.25,0.07,0.08,0.17
SMM_cdt,9,0.53,0.73,0.92,0.93,0.82,0.13,0.19,0.23,0.24,0.21,0.43,0.25,0.07,0.08,0.17
HDy_cdt,9,0.63,0.81,0.96,0.96,0.86,0.15,0.19,0.23,0.23,0.2,0.43,0.25,0.07,0.08,0.17
