qnt,batch_index,cdraw_p,ceight_p,celeven_p,cfifteen_p,cfive_p,cfour_p,cfourteen_p,cnine_p,cone_p,cseven_p,csix_p,csixteen_p,cten_p,cthirteen_p,cthree_p,ctwelve_p,ctwo_p,czero_p,cdraw_p_normalized,ceight_p_normalized,celeven_p_normalized,cfifteen_p_normalized,cfive_p_normalized,cfour_p_normalized,cfourteen_p_normalized,cnine_p_normalized,cone_p_normalized,cseven_p_normalized,csix_p_normalized,csixteen_p_normalized,cten_p_normalized,cthirteen_p_normalized,cthree_p_normalized,ctwelve_p_normalized,ctwo_p_normalized,czero_p_normalized,cdraw_real,ceight_real,celeven_real,cfifteen_real,cfive_real,cfour_real,cfourteen_real,cnine_real,cone_real,cseven_real,csix_real,csixteen_real,cten_real,cthirteen_real,cthree_real,ctwelve_real,ctwo_real,czero_real
GPAC,994,1.0,1.0,1.0,0.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.35,1.0,1.0,0.32,1.0,1.0,1.0,0.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.35,1.0,1.0,0.32,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
FM,994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
EMQ,994,0.0,0.01,0.03,0.03,0.0,0.08,0.09,0.0,0.07,0.19,0.04,0.0,0.21,0.01,0.0,0.02,0.03,0.18,0.0,0.01,0.03,0.03,0.0,0.08,0.09,0.0,0.07,0.19,0.04,0.0,0.21,0.01,0.0,0.02,0.03,0.18,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
KDEyHD,994,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.17,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.17,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
KDEyCS,994,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
KDEyML,994,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
CC,995,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
PCC,995,0.91,0.91,0.91,0.94,0.93,0.97,0.88,0.94,0.98,0.95,0.95,0.99,0.92,0.89,0.98,0.9,0.94,0.99,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
ACC,995,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
PACC,995,1.0,0.64,1.0,1.0,0.68,0.82,1.0,0.89,0.66,0.34,0.75,0.98,0.11,1.0,0.68,1.0,0.73,0.65,0.07,0.05,0.07,0.07,0.05,0.06,0.07,0.06,0.05,0.02,0.05,0.07,0.01,0.07,0.05,0.07,0.05,0.05,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
T50,995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MAX,995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS,995,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS2,995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
X,995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
SMM,995,1.0,0.64,1.0,1.0,0.68,0.82,1.0,0.89,0.66,0.34,0.75,0.98,0.11,1.0,0.68,1.0,0.73,0.65,0.07,0.05,0.07,0.07,0.05,0.06,0.07,0.06,0.05,0.02,0.05,0.07,0.01,0.07,0.05,0.07,0.05,0.05,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
DyS,995,1.0,0.62,1.0,1.0,0.74,0.84,1.0,1.0,0.7,0.27,0.77,0.95,0.04,1.0,0.66,1.0,0.71,0.86,0.07,0.04,0.07,0.07,0.05,0.06,0.07,0.07,0.05,0.02,0.05,0.07,0.0,0.07,0.05,0.07,0.05,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
DySyn,995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
HDy,995,1.0,0.68,1.0,1.0,0.78,0.87,1.0,1.0,0.72,0.41,0.79,0.99,0.25,1.0,0.72,1.0,0.78,0.81,0.07,0.05,0.07,0.07,0.05,0.06,0.07,0.07,0.05,0.03,0.05,0.07,0.02,0.07,0.05,0.07,0.05,0.05,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
ACC_syn,995,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
PACC_syn,995,0.91,0.91,0.91,0.94,0.93,0.97,0.88,0.94,0.98,0.95,0.95,0.99,0.92,0.89,0.98,0.9,0.94,0.99,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
X_syn,995,0.0,0.16,0.0,0.31,0.52,0.66,0.04,0.0,0.67,0.23,0.43,0.9,0.0,0.0,0.65,0.0,0.6,0.82,0.0,0.03,0.0,0.05,0.09,0.11,0.01,0.0,0.11,0.04,0.07,0.15,0.0,0.0,0.11,0.0,0.1,0.14,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MAX_syn,995,0.0,0.16,0.0,0.31,0.52,0.66,0.04,0.0,0.67,0.23,0.43,0.9,0.0,0.0,0.65,0.0,0.6,0.82,0.0,0.03,0.0,0.05,0.09,0.11,0.01,0.0,0.11,0.04,0.07,0.15,0.0,0.0,0.11,0.0,0.1,0.14,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
T50_syn,995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS_syn,995,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS2_syn,995,1.0,1.0,1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
SMM_syn,995,0.99,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,0.98,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
HDy_syn,995,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
DyS_cdt,995,1.0,1.0,1.0,1.0,0.74,1.0,1.0,1.0,0.7,0.27,1.0,0.95,1.0,1.0,0.66,1.0,0.71,0.86,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.04,0.02,0.06,0.06,0.06,0.06,0.04,0.06,0.04,0.05,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
ACC_cdt,995,1.0,1.0,1.0,1.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
PACC_cdt,995,0.91,0.91,0.91,0.94,0.68,0.97,0.88,0.94,0.66,0.34,0.95,0.98,0.92,0.89,0.68,1.0,0.73,0.65,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.04,0.02,0.06,0.07,0.06,0.06,0.05,0.07,0.05,0.04,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
X_cdt,995,0.0,0.16,0.0,0.31,0.0,0.66,0.04,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.19,0.0,0.41,0.03,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MAX_cdt,995,0.0,0.16,0.0,0.31,0.0,0.66,0.04,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.19,0.0,0.41,0.03,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
T50_cdt,995,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS_cdt,995,1.0,1.0,1.0,1.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS2_cdt,995,1.0,1.0,1.0,1.0,0.0,0.99,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
SMM_cdt,995,0.99,1.0,1.0,1.0,0.68,1.0,0.97,1.0,0.66,0.34,1.0,0.98,1.0,0.97,0.68,1.0,0.73,0.65,0.06,0.06,0.06,0.06,0.04,0.06,0.06,0.06,0.04,0.02,0.06,0.06,0.06,0.06,0.04,0.06,0.05,0.04,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
HDy_cdt,995,0.99,1.0,1.0,1.0,0.78,1.0,1.0,1.0,0.72,0.41,1.0,0.99,1.0,1.0,0.72,1.0,0.78,0.81,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.04,0.03,0.06,0.06,0.06,0.06,0.04,0.06,0.05,0.05,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
CC2,995,0.01,0.12,0.02,0.06,0.13,0.02,0.18,0.01,0.0,0.0,0.04,0.01,0.1,0.11,0.0,0.06,0.13,0.0,0.01,0.12,0.02,0.06,0.13,0.02,0.18,0.01,0.0,0.0,0.04,0.01,0.1,0.11,0.0,0.06,0.13,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
PWK,995,0.13,0.03,0.03,0.03,0.04,0.12,0.06,0.04,0.02,0.06,0.06,0.06,0.01,0.05,0.04,0.05,0.03,0.14,0.13,0.03,0.03,0.03,0.04,0.12,0.06,0.04,0.02,0.06,0.06,0.06,0.01,0.05,0.04,0.05,0.03,0.14,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
HDx,995,0.17,0.53,0.38,0.03,0.42,0.44,0.01,0.66,0.42,0.49,0.4,0.07,0.79,0.33,0.39,0.36,0.4,0.19,0.17,0.53,0.38,0.03,0.42,0.44,0.01,0.66,0.42,0.49,0.4,0.07,0.79,0.33,0.39,0.36,0.4,0.19,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
GAC,995,0.01,0.12,0.02,0.06,0.13,0.02,0.18,0.01,0.0,0.0,0.04,0.01,0.1,0.11,0.0,0.06,0.13,0.0,0.01,0.12,0.02,0.06,0.13,0.02,0.18,0.01,0.0,0.0,0.04,0.01,0.1,0.11,0.0,0.06,0.13,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
GPAC,995,1.0,1.0,1.0,0.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.62,1.0,1.0,0.5,1.0,1.0,1.0,0.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.62,1.0,1.0,0.5,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
FM,995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
EMQ,995,0.27,0.04,0.02,0.0,0.0,0.09,0.04,0.0,0.02,0.02,0.05,0.05,0.0,0.02,0.0,0.07,0.1,0.21,0.27,0.04,0.02,0.0,0.0,0.09,0.04,0.0,0.02,0.02,0.05,0.05,0.0,0.02,0.0,0.07,0.1,0.21,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
KDEyHD,995,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
KDEyCS,995,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
KDEyML,995,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
CC,996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
PCC,996,0.91,0.9,0.9,0.94,0.94,0.97,0.88,0.92,0.99,0.95,0.94,0.98,0.91,0.88,0.98,0.89,0.96,0.99,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
ACC,996,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
PACC,996,1.0,0.57,1.0,1.0,0.74,0.84,1.0,0.67,0.8,0.21,0.69,0.97,0.0,1.0,0.73,1.0,0.82,0.71,0.07,0.04,0.07,0.07,0.05,0.06,0.07,0.05,0.06,0.02,0.05,0.07,0.0,0.07,0.05,0.07,0.06,0.05,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
T50,996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MAX,996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS,996,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS2,996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
X,996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
SMM,996,1.0,0.57,1.0,1.0,0.74,0.84,1.0,0.67,0.8,0.21,0.69,0.97,0.0,1.0,0.73,1.0,0.82,0.71,0.07,0.04,0.07,0.07,0.05,0.06,0.07,0.05,0.06,0.02,0.05,0.07,0.0,0.07,0.05,0.07,0.06,0.05,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
DyS,996,1.0,0.56,1.0,1.0,0.74,0.86,1.0,0.68,0.85,0.09,0.74,0.94,0.11,1.0,0.65,1.0,0.81,0.86,0.07,0.04,0.07,0.07,0.05,0.06,0.07,0.05,0.06,0.01,0.05,0.07,0.01,0.07,0.05,0.07,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
DySyn,996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
