qnt,batch_index,c1_p,c2_p,c3_p,c4_p,c5_p,c6_p,c7_p,c1_p_normalized,c2_p_normalized,c3_p_normalized,c4_p_normalized,c5_p_normalized,c6_p_normalized,c7_p_normalized,c1_real,c2_real,c3_real,c4_real,c5_real,c6_real,c7_real
ACC,472,0.0,0.0,1.0,0.33,0.0,1.0,0.0,0.0,0.0,0.43,0.14,0.0,0.43,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PACC,472,0.85,1.0,0.86,0.62,0.9,0.81,0.49,0.15,0.18,0.16,0.11,0.16,0.15,0.09,0.04,0.18,0.01,0.12,0.04,0.15,0.46
T50,472,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MAX,472,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS,472,0.0,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.46,0.09,0.0,0.46,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS2,472,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
X,472,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
SMM,472,0.85,1.0,0.86,0.62,0.9,0.81,0.49,0.15,0.18,0.16,0.11,0.16,0.15,0.09,0.04,0.18,0.01,0.12,0.04,0.15,0.46
DyS,472,0.94,0.97,0.87,0.62,0.96,0.92,0.62,0.16,0.16,0.15,0.1,0.16,0.16,0.1,0.04,0.18,0.01,0.12,0.04,0.15,0.46
DySyn,472,0.9,1.0,1.0,0.62,1.0,1.0,0.96,0.14,0.15,0.15,0.1,0.15,0.15,0.15,0.04,0.18,0.01,0.12,0.04,0.15,0.46
HDy,472,0.97,1.0,0.97,0.74,1.0,0.9,0.76,0.15,0.16,0.15,0.12,0.16,0.14,0.12,0.04,0.18,0.01,0.12,0.04,0.15,0.46
ACC_syn,472,0.82,0.99,1.0,0.56,0.97,1.0,0.8,0.13,0.16,0.16,0.09,0.16,0.16,0.13,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PACC_syn,472,0.71,0.89,0.99,0.65,0.87,0.91,0.82,0.12,0.15,0.17,0.11,0.15,0.16,0.14,0.04,0.18,0.01,0.12,0.04,0.15,0.46
X_syn,472,0.0,0.54,0.89,0.45,0.14,0.16,0.6,0.0,0.19,0.32,0.16,0.05,0.06,0.22,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MAX_syn,472,0.0,0.54,0.89,0.45,0.14,0.16,0.6,0.0,0.19,0.32,0.16,0.05,0.06,0.22,0.04,0.18,0.01,0.12,0.04,0.15,0.46
T50_syn,472,0.84,1.0,1.0,0.78,1.0,1.0,0.96,0.13,0.15,0.15,0.12,0.15,0.15,0.15,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS_syn,472,0.81,0.99,1.0,0.56,0.97,1.0,0.77,0.13,0.16,0.16,0.09,0.16,0.16,0.13,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS2_syn,472,0.8,0.99,1.0,0.56,0.96,1.0,0.76,0.13,0.16,0.17,0.09,0.16,0.17,0.13,0.04,0.18,0.01,0.12,0.04,0.15,0.46
SMM_syn,472,0.93,0.98,1.0,0.86,0.95,1.0,0.89,0.14,0.15,0.15,0.13,0.14,0.15,0.13,0.04,0.18,0.01,0.12,0.04,0.15,0.46
HDy_syn,472,0.95,0.99,0.99,1.0,1.0,1.0,0.96,0.14,0.14,0.14,0.15,0.15,0.15,0.14,0.04,0.18,0.01,0.12,0.04,0.15,0.46
DyS_cdt,472,0.94,1.0,0.87,0.62,1.0,0.92,0.62,0.16,0.17,0.15,0.1,0.17,0.16,0.1,0.04,0.18,0.01,0.12,0.04,0.15,0.46
ACC_cdt,472,0.0,0.99,1.0,0.33,0.97,1.0,0.0,0.0,0.23,0.23,0.08,0.23,0.23,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PACC_cdt,472,0.85,0.89,0.86,0.62,0.87,0.81,0.49,0.16,0.16,0.16,0.12,0.16,0.15,0.09,0.04,0.18,0.01,0.12,0.04,0.15,0.46
X_cdt,472,0.0,0.54,0.0,0.27,0.14,0.0,0.0,0.0,0.57,0.0,0.28,0.15,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MAX_cdt,472,0.02,0.54,0.0,0.05,0.14,0.0,0.0,0.03,0.72,0.0,0.07,0.19,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
T50_cdt,472,0.45,1.0,0.0,0.0,1.0,0.0,0.0,0.18,0.41,0.0,0.0,0.41,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS_cdt,472,0.0,0.99,1.0,0.2,0.97,1.0,0.0,0.0,0.24,0.24,0.05,0.23,0.24,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS2_cdt,472,0.0,0.99,0.0,0.21,0.96,0.0,0.0,0.0,0.46,0.0,0.1,0.44,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
SMM_cdt,472,0.85,0.98,0.86,0.62,0.95,0.81,0.49,0.15,0.18,0.15,0.11,0.17,0.15,0.09,0.04,0.18,0.01,0.12,0.04,0.15,0.46
HDy_cdt,472,0.97,0.99,0.97,0.74,1.0,0.9,0.76,0.15,0.16,0.15,0.12,0.16,0.14,0.12,0.04,0.18,0.01,0.12,0.04,0.15,0.46
CC2,472,0.16,0.08,0.0,0.35,0.21,0.03,0.17,0.16,0.08,0.0,0.35,0.21,0.03,0.17,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PWK,472,0.04,0.09,0.03,0.24,0.15,0.07,0.38,0.04,0.09,0.03,0.24,0.15,0.07,0.38,0.04,0.18,0.01,0.12,0.04,0.15,0.46
HDx,472,0.22,0.49,0.15,0.64,0.59,0.79,0.44,0.22,0.49,0.15,0.64,0.59,0.79,0.44,0.04,0.18,0.01,0.12,0.04,0.15,0.46
GAC,472,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
GPAC,472,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
FM,472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
EMQ,472,0.02,0.01,0.0,0.16,0.14,0.26,0.42,0.02,0.01,0.0,0.16,0.14,0.26,0.42,0.04,0.18,0.01,0.12,0.04,0.15,0.46
KDEyHD,472,0.0,0.55,0.14,0.0,0.0,0.0,0.31,0.0,0.55,0.14,0.0,0.0,0.0,0.31,0.04,0.18,0.01,0.12,0.04,0.15,0.46
KDEyCS,472,0.0,0.0,0.53,0.0,0.0,0.0,0.47,0.0,0.0,0.53,0.0,0.0,0.0,0.47,0.04,0.18,0.01,0.12,0.04,0.15,0.46
KDEyML,472,0.23,0.72,0.0,0.0,0.0,0.05,0.0,0.23,0.72,0.0,0.0,0.0,0.05,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
CC,473,0.83,0.98,1.0,0.67,0.99,1.0,0.83,0.13,0.16,0.16,0.11,0.16,0.16,0.13,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PCC,473,0.72,0.87,0.99,0.75,0.87,0.92,0.82,0.12,0.15,0.17,0.13,0.15,0.15,0.14,0.04,0.18,0.01,0.12,0.04,0.15,0.46
ACC,473,0.0,0.0,1.0,0.24,0.0,1.0,0.0,0.0,0.0,0.45,0.11,0.0,0.45,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PACC,473,0.81,0.93,0.85,0.72,0.89,0.95,0.51,0.14,0.16,0.15,0.13,0.16,0.17,0.09,0.04,0.18,0.01,0.12,0.04,0.15,0.46
T50,473,0.53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MAX,473,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.69,0.0,0.0,0.31,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS,473,0.02,0.0,1.0,0.09,0.0,1.0,0.0,0.01,0.0,0.47,0.04,0.0,0.47,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS2,473,0.02,0.0,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.88,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
X,473,0.01,0.0,0.0,0.17,0.0,0.0,0.0,0.04,0.0,0.0,0.96,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
SMM,473,0.81,0.93,0.85,0.72,0.89,0.95,0.51,0.14,0.16,0.15,0.13,0.16,0.17,0.09,0.04,0.18,0.01,0.12,0.04,0.15,0.46
DyS,473,0.88,0.94,0.85,0.73,0.86,1.0,0.67,0.15,0.16,0.14,0.12,0.15,0.17,0.11,0.04,0.18,0.01,0.12,0.04,0.15,0.46
DySyn,473,0.86,1.0,1.0,0.81,1.0,1.0,0.96,0.13,0.15,0.15,0.12,0.15,0.15,0.14,0.04,0.18,0.01,0.12,0.04,0.15,0.46
HDy,473,0.95,0.97,0.94,0.84,0.92,0.95,0.8,0.15,0.15,0.15,0.13,0.14,0.15,0.13,0.04,0.18,0.01,0.12,0.04,0.15,0.46
ACC_syn,473,0.81,0.98,1.0,0.67,0.99,1.0,0.81,0.13,0.16,0.16,0.11,0.16,0.16,0.13,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PACC_syn,473,0.68,0.86,0.99,0.72,0.87,0.92,0.82,0.12,0.15,0.17,0.12,0.15,0.16,0.14,0.04,0.18,0.01,0.12,0.04,0.15,0.46
X_syn,473,0.0,0.46,0.85,0.52,0.14,0.2,0.6,0.0,0.17,0.31,0.19,0.05,0.07,0.22,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MAX_syn,473,0.0,0.46,0.85,0.52,0.14,0.2,0.6,0.0,0.17,0.31,0.19,0.05,0.07,0.22,0.04,0.18,0.01,0.12,0.04,0.15,0.46
T50_syn,473,0.76,1.0,1.0,0.98,1.0,1.0,0.94,0.11,0.15,0.15,0.15,0.15,0.15,0.14,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS_syn,473,0.77,0.98,1.0,0.67,0.99,1.0,0.8,0.12,0.16,0.16,0.11,0.16,0.16,0.13,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS2_syn,473,0.78,0.95,1.0,0.66,0.99,1.0,0.67,0.13,0.16,0.17,0.11,0.16,0.17,0.11,0.04,0.18,0.01,0.12,0.04,0.15,0.46
SMM_syn,473,0.93,1.0,1.0,0.8,0.94,1.0,1.0,0.14,0.15,0.15,0.12,0.14,0.15,0.15,0.04,0.18,0.01,0.12,0.04,0.15,0.46
HDy_syn,473,0.94,1.0,0.99,0.84,1.0,1.0,0.94,0.14,0.15,0.15,0.13,0.15,0.15,0.14,0.04,0.18,0.01,0.12,0.04,0.15,0.46
DyS_cdt,473,0.88,0.94,0.85,0.73,0.86,1.0,0.67,0.15,0.16,0.14,0.12,0.15,0.17,0.11,0.04,0.18,0.01,0.12,0.04,0.15,0.46
ACC_cdt,473,0.0,0.0,1.0,0.24,0.0,1.0,0.0,0.0,0.0,0.45,0.11,0.0,0.45,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PACC_cdt,473,0.81,0.93,0.85,0.72,0.89,0.95,0.51,0.14,0.16,0.15,0.13,0.16,0.17,0.09,0.04,0.18,0.01,0.12,0.04,0.15,0.46
X_cdt,473,0.01,0.0,0.0,0.17,0.0,0.0,0.0,0.04,0.0,0.0,0.96,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MAX_cdt,473,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.69,0.0,0.0,0.31,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
T50_cdt,473,0.53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS_cdt,473,0.02,0.0,1.0,0.09,0.0,1.0,0.0,0.01,0.0,0.47,0.04,0.0,0.47,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS2_cdt,473,0.02,0.0,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.88,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
SMM_cdt,473,0.81,0.93,0.85,0.72,0.89,0.95,0.51,0.14,0.16,0.15,0.13,0.16,0.17,0.09,0.04,0.18,0.01,0.12,0.04,0.15,0.46
HDy_cdt,473,0.95,0.97,0.94,0.84,0.92,0.95,0.8,0.15,0.15,0.15,0.13,0.14,0.15,0.13,0.04,0.18,0.01,0.12,0.04,0.15,0.46
CC2,473,0.22,0.12,0.0,0.27,0.19,0.04,0.16,0.22,0.12,0.0,0.27,0.19,0.04,0.16,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PWK,473,0.04,0.11,0.04,0.19,0.13,0.11,0.38,0.04,0.11,0.04,0.19,0.13,0.11,0.38,0.04,0.18,0.01,0.12,0.04,0.15,0.46
HDx,473,0.24,0.46,0.15,0.53,0.6,0.64,0.44,0.24,0.46,0.15,0.53,0.6,0.64,0.44,0.04,0.18,0.01,0.12,0.04,0.15,0.46
GAC,473,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
GPAC,473,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
FM,473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
EMQ,473,0.02,0.14,0.0,0.06,0.01,0.34,0.43,0.02,0.14,0.0,0.06,0.01,0.34,0.43,0.04,0.18,0.01,0.12,0.04,0.15,0.46
KDEyHD,473,0.0,0.7,0.02,0.02,0.0,0.0,0.26,0.0,0.7,0.02,0.02,0.0,0.0,0.26,0.04,0.18,0.01,0.12,0.04,0.15,0.46
KDEyCS,473,0.0,0.0,0.33,0.0,0.0,0.0,0.67,0.0,0.0,0.33,0.0,0.0,0.0,0.67,0.04,0.18,0.01,0.12,0.04,0.15,0.46
KDEyML,473,0.39,0.61,0.0,0.0,0.0,0.0,0.0,0.39,0.61,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
CC,474,0.81,0.96,1.0,0.62,1.0,1.0,0.82,0.13,0.15,0.16,0.1,0.16,0.16,0.13,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PCC,474,0.73,0.88,0.99,0.7,0.88,0.91,0.84,0.12,0.15,0.17,0.12,0.15,0.15,0.14,0.04,0.18,0.01,0.12,0.04,0.15,0.46
ACC,474,0.0,0.0,1.0,0.3,0.0,1.0,0.0,0.0,0.0,0.43,0.13,0.0,0.43,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PACC,474,0.83,0.96,0.87,0.65,0.94,0.9,0.55,0.15,0.17,0.15,0.11,0.16,0.16,0.1,0.04,0.18,0.01,0.12,0.04,0.15,0.46
T50,474,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MAX,474,0.06,0.0,0.0,0.05,0.0,0.0,0.0,0.55,0.0,0.0,0.45,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS,474,0.03,0.0,1.0,0.14,0.0,1.0,0.0,0.01,0.0,0.46,0.07,0.0,0.46,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS2,474,0.02,0.0,0.0,0.2,0.0,0.0,0.0,0.11,0.0,0.0,0.89,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
X,474,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
SMM,474,0.83,0.96,0.87,0.65,0.94,0.9,0.55,0.15,0.17,0.15,0.11,0.16,0.16,0.1,0.04,0.18,0.01,0.12,0.04,0.15,0.46
DyS,474,0.9,0.92,0.86,0.66,0.92,0.9,0.65,0.16,0.16,0.15,0.11,0.16,0.16,0.11,0.04,0.18,0.01,0.12,0.04,0.15,0.46
DySyn,474,0.87,1.0,1.0,0.81,1.0,1.0,1.0,0.13,0.15,0.15,0.12,0.15,0.15,0.15,0.04,0.18,0.01,0.12,0.04,0.15,0.46
HDy,474,0.95,0.97,0.97,0.75,0.94,0.86,0.82,0.15,0.16,0.16,0.12,0.15,0.14,0.13,0.04,0.18,0.01,0.12,0.04,0.15,0.46
ACC_syn,474,0.79,0.96,1.0,0.62,1.0,1.0,0.82,0.13,0.16,0.16,0.1,0.16,0.16,0.13,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PACC_syn,474,0.7,0.86,0.99,0.7,0.88,0.91,0.82,0.12,0.15,0.17,0.12,0.15,0.16,0.14,0.04,0.18,0.01,0.12,0.04,0.15,0.46
X_syn,474,0.0,0.51,0.91,0.48,0.17,0.17,0.61,0.0,0.18,0.32,0.17,0.06,0.06,0.21,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MAX_syn,474,0.0,0.51,0.91,0.48,0.17,0.17,0.61,0.0,0.18,0.32,0.17,0.06,0.06,0.21,0.04,0.18,0.01,0.12,0.04,0.15,0.46
T50_syn,474,0.78,1.0,1.0,1.0,1.0,1.0,1.0,0.12,0.15,0.15,0.15,0.15,0.15,0.15,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS_syn,474,0.78,0.96,1.0,0.62,1.0,1.0,0.82,0.13,0.16,0.16,0.1,0.16,0.16,0.13,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS2_syn,474,0.77,0.96,1.0,0.62,1.0,1.0,0.82,0.13,0.16,0.16,0.1,0.16,0.16,0.13,0.04,0.18,0.01,0.12,0.04,0.15,0.46
SMM_syn,474,0.93,1.0,1.0,0.75,0.97,1.0,0.91,0.14,0.15,0.15,0.11,0.15,0.15,0.14,0.04,0.18,0.01,0.12,0.04,0.15,0.46
HDy_syn,474,0.93,0.99,0.99,0.74,1.0,1.0,0.99,0.14,0.15,0.15,0.11,0.15,0.15,0.15,0.04,0.18,0.01,0.12,0.04,0.15,0.46
DyS_cdt,474,0.9,0.92,0.86,0.66,1.0,0.9,0.65,0.15,0.16,0.15,0.11,0.17,0.15,0.11,0.04,0.18,0.01,0.12,0.04,0.15,0.46
ACC_cdt,474,0.0,0.0,1.0,0.3,1.0,1.0,0.0,0.0,0.0,0.3,0.09,0.3,0.3,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PACC_cdt,474,0.83,0.96,0.87,0.65,0.88,0.9,0.55,0.15,0.17,0.15,0.12,0.16,0.16,0.1,0.04,0.18,0.01,0.12,0.04,0.15,0.46
X_cdt,474,0.0,0.0,0.0,0.28,0.17,0.0,0.0,0.0,0.0,0.0,0.62,0.38,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MAX_cdt,474,0.06,0.0,0.0,0.05,0.17,0.0,0.0,0.22,0.0,0.0,0.18,0.6,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
T50_cdt,474,0.45,0.0,0.0,0.0,1.0,0.0,0.0,0.31,0.0,0.0,0.0,0.69,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS_cdt,474,0.03,0.0,1.0,0.14,1.0,1.0,0.0,0.01,0.0,0.32,0.04,0.32,0.32,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS2_cdt,474,0.02,0.0,0.0,0.2,1.0,0.0,0.0,0.02,0.0,0.0,0.16,0.82,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
SMM_cdt,474,0.83,0.96,0.87,0.65,0.97,0.9,0.55,0.14,0.17,0.15,0.11,0.17,0.16,0.1,0.04,0.18,0.01,0.12,0.04,0.15,0.46
HDy_cdt,474,0.95,0.97,0.97,0.75,1.0,0.86,0.82,0.15,0.15,0.15,0.12,0.16,0.14,0.13,0.04,0.18,0.01,0.12,0.04,0.15,0.46
CC2,474,0.17,0.16,0.0,0.33,0.13,0.04,0.17,0.17,0.16,0.0,0.33,0.13,0.04,0.17,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PWK,474,0.04,0.15,0.03,0.22,0.11,0.09,0.36,0.04,0.15,0.03,0.22,0.11,0.09,0.36,0.04,0.18,0.01,0.12,0.04,0.15,0.46
HDx,474,0.24,0.47,0.15,0.57,0.57,0.71,0.45,0.24,0.47,0.15,0.57,0.57,0.71,0.45,0.04,0.18,0.01,0.12,0.04,0.15,0.46
GAC,474,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
GPAC,474,0.0,1.0,0.93,0.0,0.0,1.0,1.0,0.0,1.0,0.93,0.0,0.0,1.0,1.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
FM,474,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
EMQ,474,0.03,0.15,0.0,0.19,0.03,0.2,0.4,0.03,0.15,0.0,0.19,0.03,0.2,0.4,0.04,0.18,0.01,0.12,0.04,0.15,0.46
KDEyHD,474,0.0,0.54,0.17,0.03,0.0,0.0,0.26,0.0,0.54,0.17,0.03,0.0,0.0,0.26,0.04,0.18,0.01,0.12,0.04,0.15,0.46
KDEyCS,474,0.0,0.0,0.64,0.0,0.0,0.0,0.36,0.0,0.0,0.64,0.0,0.0,0.0,0.36,0.04,0.18,0.01,0.12,0.04,0.15,0.46
KDEyML,474,0.31,0.64,0.0,0.0,0.0,0.04,0.0,0.31,0.64,0.0,0.0,0.0,0.04,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
CC,475,0.81,0.95,1.0,0.62,0.98,0.99,0.84,0.13,0.15,0.16,0.1,0.16,0.16,0.14,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PCC,475,0.74,0.87,0.99,0.7,0.87,0.91,0.85,0.12,0.15,0.17,0.12,0.15,0.15,0.14,0.04,0.18,0.01,0.12,0.04,0.15,0.46
ACC,475,0.0,0.0,1.0,0.3,0.0,1.0,0.0,0.0,0.0,0.43,0.13,0.0,0.43,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PACC,475,0.84,0.92,0.89,0.64,0.89,0.81,0.6,0.15,0.17,0.16,0.11,0.16,0.14,0.11,0.04,0.18,0.01,0.12,0.04,0.15,0.46
T50,475,0.37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MAX,475,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.49,0.0,0.0,0.51,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS,475,0.01,0.0,1.0,0.16,0.0,1.0,0.0,0.01,0.0,0.46,0.07,0.0,0.46,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS2,475,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
X,475,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
SMM,475,0.84,0.92,0.89,0.64,0.89,0.81,0.6,0.15,0.16,0.16,0.11,0.16,0.14,0.11,0.04,0.18,0.01,0.12,0.04,0.15,0.46
DyS,475,0.92,0.89,0.88,0.64,0.93,0.88,0.67,0.16,0.15,0.15,0.11,0.16,0.15,0.11,0.04,0.18,0.01,0.12,0.04,0.15,0.46
DySyn,475,0.89,1.0,1.0,0.74,1.0,1.0,0.99,0.13,0.15,0.15,0.11,0.15,0.15,0.15,0.04,0.18,0.01,0.12,0.04,0.15,0.46
HDy,475,0.96,0.94,0.96,0.74,0.99,0.88,0.82,0.15,0.15,0.15,0.12,0.16,0.14,0.13,0.04,0.18,0.01,0.12,0.04,0.15,0.46
ACC_syn,475,0.79,0.95,1.0,0.62,0.98,0.99,0.84,0.13,0.15,0.16,0.1,0.16,0.16,0.14,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PACC_syn,475,0.71,0.86,0.99,0.66,0.85,0.91,0.85,0.12,0.15,0.17,0.11,0.15,0.16,0.15,0.04,0.18,0.01,0.12,0.04,0.15,0.46
X_syn,475,0.01,0.5,0.89,0.49,0.14,0.16,0.62,0.0,0.18,0.32,0.17,0.05,0.06,0.22,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MAX_syn,475,0.01,0.5,0.89,0.49,0.14,0.16,0.62,0.0,0.18,0.32,0.17,0.05,0.06,0.22,0.04,0.18,0.01,0.12,0.04,0.15,0.46
T50_syn,475,0.8,1.0,1.0,0.84,1.0,1.0,1.0,0.12,0.15,0.15,0.13,0.15,0.15,0.15,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS_syn,475,0.79,0.95,1.0,0.58,0.98,0.99,0.84,0.13,0.15,0.16,0.1,0.16,0.16,0.14,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MS2_syn,475,0.78,0.94,1.0,0.62,0.97,0.99,0.84,0.13,0.15,0.16,0.1,0.16,0.16,0.14,0.04,0.18,0.01,0.12,0.04,0.15,0.46
SMM_syn,475,0.96,1.0,1.0,0.87,0.95,1.0,0.93,0.14,0.15,0.15,0.13,0.14,0.15,0.14,0.04,0.18,0.01,0.12,0.04,0.15,0.46
HDy_syn,475,0.93,0.99,0.99,0.7,1.0,1.0,0.98,0.14,0.15,0.15,0.11,0.15,0.15,0.15,0.04,0.18,0.01,0.12,0.04,0.15,0.46
DyS_cdt,475,0.92,0.89,0.88,0.64,1.0,1.0,0.67,0.15,0.15,0.15,0.11,0.17,0.17,0.11,0.04,0.18,0.01,0.12,0.04,0.15,0.46
ACC_cdt,475,0.0,0.0,1.0,0.3,0.98,0.99,0.0,0.0,0.0,0.31,0.09,0.3,0.3,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
PACC_cdt,475,0.84,0.92,0.89,0.64,0.85,0.91,0.6,0.15,0.16,0.16,0.11,0.15,0.16,0.11,0.04,0.18,0.01,0.12,0.04,0.15,0.46
X_cdt,475,0.0,0.0,0.0,0.31,0.14,0.16,0.0,0.0,0.0,0.0,0.51,0.23,0.26,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
MAX_cdt,475,0.05,0.0,0.0,0.05,0.14,0.16,0.0,0.12,0.0,0.0,0.13,0.35,0.4,0.0,0.04,0.18,0.01,0.12,0.04,0.15,0.46
